date,genotype,Number of males held together before assay,Wing clipping pattern was matched within treatment or mismatched,"Week 1 set or week 2 set? (generation time is 2 weeks, so sets were staggered to have flies out each week)",Plate # within a batch,Assay start time,AM or PM?,Order of mating within a plate,Well position,Copulation initiation time (first pair to mate),Copulation end time (first pair to mate),Male wing clip  (first pair to mate),Female wing clip (first pair to mate),Mating pattern (first pair to mate),Treatment of first female to mate,Treatment of first male to mate,"Diet treatment of first mating pair, (female x male)",Binary: assortative or no?,Loader,Loader,Data recorder,Copulation latency,Latency as integer,Copulation duration,Duration as integer
11/7/13,Canton-S,20,mismatched,2,1,12:14:00,pm,7,B3,12:33:00,12:53:00,R,R,disassortative,Starch,CMY,SxC,0,Michael and Leslie,Michael and Alex,"Melina, Leslie, Erica",0:19:00,19.00,0:20:00,20.00
11/7/13,Canton-S,20,mismatched,2,1,12:14:00,pm,14,C6,13:09:00,13:29:00,R,R,disassortative,Starch,CMY,SxC,0,Michael and Leslie,Michael and Alex,"Melina, Leslie, Erica",0:55:00,55.00,0:20:00,20.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,5,B3,12:11:00,12:31:00,R,R,disassortative,Starch,CMY,SxC,0,Alex and Matt,Alex and Michael,Matt,0:10:00,10.00,0:20:00,20.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,9,B2,12:19:00,12:37:00,R,R,disassortative,Starch,CMY,SxC,0,Alex and Matt,Alex and Michael,Matt,0:18:00,18.00,0:18:00,18.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,14,C2,12:25:00,12:43:00,R,R,disassortative,Starch,CMY,SxC,0,Alex and Matt,Alex and Michael,Matt,0:24:00,24.00,0:18:00,18.00
11/7/13,Canton-S,20,mismatched,2,1,12:14:00,pm,2,B4,12:19:00,12:41:00,R,L,assortative,CMY,CMY,CMY,1,Michael and Leslie,Michael and Alex,"Melina, Leslie, Erica",0:05:00,5.00,0:22:00,22.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,2,D5,12:08:00,12:29:00,R,L,assortative,CMY,CMY,CMY,1,Alex and Matt,Alex and Michael,Matt,0:07:00,7.00,0:21:00,21.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,3,D4,12:08:00,12:20:00,R,L,assortative,CMY,CMY,CMY,1,Alex and Matt,Alex and Michael,Matt,0:07:00,7.00,0:12:00,12.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,10,A4,12:21:00,12:43:00,R,L,assortative,CMY,CMY,CMY,1,Alex and Matt,Alex and Michael,Matt,0:20:00,20.00,0:22:00,22.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,13,C4,12:25:00,12:46:00,R,L,assortative,CMY,CMY,CMY,1,Alex and Matt,Alex and Michael,Matt,0:24:00,24.00,0:21:00,21.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,17,B6,12:36:00,12:58:00,R,L,assortative,CMY,CMY,CMY,1,Alex and Matt,Alex and Michael,Matt,0:35:00,35.00,0:22:00,22.00
11/7/13,Canton-S,20,mismatched,2,1,12:14:00,pm,12,A2,12:51:00,13:15:00,heterogamic wing clip,,assortative,NA,NA,NA,1,Michael and Leslie,Michael and Alex,"Melina, Leslie, Erica",0:37:00,37.00,0:24:00,24.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,12,A1,12:23:00,12:42:00,heterogamic wing clip,,assortative,NA,NA,NA,1,Alex and Matt,Alex and Michael,Matt,0:22:00,22.00,0:19:00,19.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,15,B4,12:30:00,13:07:00,heterogamic wing clip,,assortative,NA,NA,NA,1,Alex and Matt,Alex and Michael,Matt,0:29:00,29.00,0:37:00,37.00
11/7/13,Canton-S,20,mismatched,2,1,12:14:00,pm,4,A6,12:25:00,12:43:00,L,L,disassortative,CMY,Starch,CxS,0,Michael and Leslie,Michael and Alex,"Melina, Leslie, Erica",0:11:00,11.00,0:18:00,18.00
11/7/13,Canton-S,20,mismatched,2,1,12:14:00,pm,9,B2,12:36:00,13:04:00,L,L,disassortative,CMY,Starch,CxS,0,Michael and Leslie,Michael and Alex,"Melina, Leslie, Erica",0:22:00,22.00,0:28:00,28.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,7,A3,12:15:00,12:32:00,L,L,disassortative,CMY,Starch,CxS,0,Alex and Matt,Alex and Michael,Matt,0:14:00,14.00,0:17:00,17.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,8,A2,12:18:00,12:42:00,L,L,disassortative,CMY,Starch,CxS,0,Alex and Matt,Alex and Michael,Matt,0:17:00,17.00,0:24:00,24.00
11/7/13,Canton-S,20,mismatched,2,1,12:14:00,pm,1,A3,12:15:00,12:27:00,L,R,assortative,Starch,Starch,Starch,1,Michael and Leslie,Michael and Alex,"Melina, Leslie, Erica",0:01:00,1.00,0:12:00,12.00
11/7/13,Canton-S,20,mismatched,2,1,12:14:00,pm,8,B5,12:33:00,12:48:00,L,R,assortative,Starch,Starch,Starch,1,Michael and Leslie,Michael and Alex,"Melina, Leslie, Erica",0:19:00,19.00,0:15:00,15.00
11/7/13,Canton-S,20,mismatched,2,1,12:14:00,pm,10,A1,12:38:00,12:54:00,L,R,assortative,Starch,Starch,Starch,1,Michael and Leslie,Michael and Alex,"Melina, Leslie, Erica",0:24:00,24.00,0:16:00,16.00
11/7/13,Canton-S,20,mismatched,2,1,12:14:00,pm,11,C2,12:40:00,13:02:00,L,R,assortative,Starch,Starch,Starch,1,Michael and Leslie,Michael and Alex,"Melina, Leslie, Erica",0:26:00,26.00,0:22:00,22.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,1,D3,12:06:00,12:20:00,L,R,assortative,Starch,Starch,Starch,1,Alex and Matt,Alex and Michael,Matt,0:05:00,5.00,0:14:00,14.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,4,D1,12:09:00,12:26:00,L,R,assortative,Starch,Starch,Starch,1,Alex and Matt,Alex and Michael,Matt,0:08:00,8.00,0:17:00,17.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,6,C1,12:13:00,12:30:00,L,R,assortative,Starch,Starch,Starch,1,Alex and Matt,Alex and Michael,Matt,0:12:00,12.00,0:17:00,17.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,11,C3,12:22:00,12:37:00,L,R,assortative,Starch,Starch,Starch,1,Alex and Matt,Alex and Michael,Matt,0:21:00,21.00,0:15:00,15.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,16,C6,12:33:00,12:53:00,L,R,assortative,Starch,Starch,Starch,1,Alex and Matt,Alex and Michael,Matt,0:32:00,32.00,0:20:00,20.00
11/7/13,Canton-S,20,mismatched,2,2,12:01:00,pm,18,B5,12:45:00,13:00:00,L,R,assortative,Starch,Starch,Starch,1,Alex and Matt,Alex and Michael,Matt,0:44:00,44.00,0:15:00,15.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,17,B4,12:51:00,13:02:00,L,L,disassortative,Starch,CMY,SxC,0,Michael and Leslie,Leslie and Alex,Alex and Matt,0:41:00,41.00,0:11:00,11.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,1,A6,11:57:00,12:21:00,R,R,disassortative,Starch,CMY,SxC,0,Michael and Alex,NA,Melina,0:05:00,5.00,0:24:00,24.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,13,C4,12:13:00,12:31:00,R,R,disassortative,Starch,CMY,SxC,0,Michael and Alex,NA,Melina,0:21:00,21.00,0:18:00,18.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,17,D2,12:32:00,12:53:00,R,R,disassortative,Starch,CMY,SxC,0,Michael and Alex,NA,Melina,0:40:00,40.00,0:21:00,21.00
11/14/13,Canton-S,20,mismatched,1,2,11:50:00,am,4,B1,12:03:00,12:22:00,R,R,disassortative,Starch,CMY,SxC,0,Michael and Alexs,NA,Matt,0:13:00,13.00,0:19:00,19.00
11/14/13,Canton-S,20,mismatched,1,2,11:50:00,am,5,A3,12:06:00,12:24:00,R,R,disassortative,Starch,CMY,SxC,0,Michael and Alexs,NA,Matt,0:16:00,16.00,0:18:00,18.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,3,B4,12:19:00,12:33:00,L,R,assortative,CMY,CMY,CMY,1,Michael and Leslie,Leslie and Alex,Alex and Matt,0:09:00,9.00,0:14:00,14.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,5,D3,12:21:00,12:36:00,L,R,assortative,CMY,CMY,CMY,1,Michael and Leslie,Leslie and Alex,Alex and Matt,0:11:00,11.00,0:15:00,15.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,6,B3,12:23:00,12:39:00,L,R,assortative,CMY,CMY,CMY,1,Michael and Leslie,Leslie and Alex,Alex and Matt,0:13:00,13.00,0:16:00,16.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,14,C5,12:39:00,12:52:00,L,R,assortative,CMY,CMY,CMY,1,Michael and Leslie,Leslie and Alex,Alex and Matt,0:29:00,29.00,0:13:00,13.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,20,B2,13:05:00,13:29:00,L,R,assortative,CMY,CMY,CMY,1,Michael and Leslie,Leslie and Alex,Alex and Matt,0:55:00,55.00,0:24:00,24.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,2,D2,11:58:00,12:20:00,R,L,assortative,CMY,CMY,CMY,1,Michael and Alex,NA,Melina,0:06:00,6.00,0:22:00,22.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,9,B5,12:03:00,12:19:00,R,L,assortative,CMY,CMY,CMY,1,Michael and Alex,NA,Melina,0:11:00,11.00,0:16:00,16.00
11/14/13,Canton-S,20,mismatched,1,2,11:50:00,am,2,B2,12:01:00,12:43:00,R,L,assortative,CMY,CMY,CMY,1,Michael and Alexs,NA,Matt,0:11:00,11.00,0:42:00,42.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,9,D2,12:27:00,12:41:00,R,L,assortative,CMY,CMY,CMY,1,Michael and Leslie,Leslie and Alex,Alex and Matt,0:17:00,17.00,0:14:00,14.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,10,D4,12:30:00,12:49:00,R,L,assortative,CMY,CMY,CMY,1,Michael and Leslie,Leslie and Alex,Alex and Matt,0:20:00,20.00,0:19:00,19.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,11,A2,12:31:00,12:48:00,R,L,assortative,CMY,CMY,CMY,1,Michael and Leslie,Leslie and Alex,Alex and Matt,0:21:00,21.00,0:17:00,17.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,12,C3,12:35:00,12:53:00,R,L,assortative,CMY,CMY,CMY,1,Michael and Leslie,Leslie and Alex,Alex and Matt,0:25:00,25.00,0:18:00,18.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,16,A5,12:48:00,13:26:00,R,L,assortative,CMY,CMY,CMY,1,Michael and Leslie,Leslie and Alex,Alex and Matt,0:38:00,38.00,0:38:00,38.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,18,A4,12:52:00,13:10:00,R,L,assortative,CMY,CMY,CMY,1,Michael and Leslie,Leslie and Alex,Alex and Matt,0:42:00,42.00,0:18:00,18.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,12,B6,12:10:00,12:31:00,heterogamic wing clip,,assortative,NA,NA,NA,1,Michael and Alex,NA,Melina,0:18:00,18.00,0:21:00,21.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,13,C6,12:38:00,13:07:00,homogamic wing clip,,disassortative,NA,NA,NA,0,Michael and Leslie,Leslie and Alex,Alex and Matt,0:28:00,28.00,0:29:00,29.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,15,B1,12:47:00,12:53:00,homogamic wing clip,,disassortative,NA,NA,NA,0,Michael and Leslie,Leslie and Alex,Alex and Matt,0:37:00,37.00,0:06:00,6.00
11/14/13,Canton-S,20,mismatched,1,2,11:50:00,am,6,A6,12:08:00,12:26:00,L,L,disassortative,CMY,Starch,CxS,0,Michael and Alexs,NA,Matt,0:18:00,18.00,0:18:00,18.00
11/14/13,Canton-S,20,mismatched,1,2,11:50:00,am,7,A1,12:08:00,12:24:00,L,L,disassortative,CMY,Starch,CxS,0,Michael and Alexs,NA,Matt,0:18:00,18.00,0:16:00,16.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,3,A3,12:00:00,12:40:00,L,L,disassortative,CMY,Starch,CxS,0,Michael and Alex,NA,Melina,0:08:00,8.00,0:40:00,40.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,4,A1,12:00:00,12:20:00,L,L,disassortative,CMY,Starch,CxS,0,Michael and Alex,NA,Melina,0:08:00,8.00,0:20:00,20.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,7,D6,12:01:00,12:22:00,L,L,disassortative,CMY,Starch,CxS,0,Michael and Alex,NA,Melina,0:09:00,9.00,0:21:00,21.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,10,D1,12:03:00,12:23:00,L,L,disassortative,CMY,Starch,CxS,0,Michael and Alex,NA,Melina,0:11:00,11.00,0:20:00,20.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,14,C4,12:14:00,12:34:00,L,L,disassortative,CMY,Starch,CxS,0,Michael and Alex,NA,Melina,0:22:00,22.00,0:20:00,20.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,16,C5,12:29:00,12:48:00,L,L,disassortative,CMY,Starch,CxS,0,Michael and Alex,NA,Melina,0:37:00,37.00,0:19:00,19.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,1,D1,12:15:00,12:28:00,R,R,disassortative,CMY,Starch,CxS,0,Michael and Leslie,Leslie and Alex,Alex and Matt,0:05:00,5.00,0:13:00,13.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,2,NA,12:18:00,12:28:00,R,R,disassortative,CMY,Starch,CxS,0,Michael and Leslie,Leslie and Alex,Alex and Matt,0:08:00,8.00,0:10:00,10.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,4,A3,12:20:00,12:33:00,R,R,disassortative,CMY,Starch,CxS,0,Michael and Leslie,Leslie and Alex,Alex and Matt,0:10:00,10.00,0:13:00,13.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,7,C1,12:24:00,12:44:00,R,R,disassortative,CMY,Starch,CxS,0,Michael and Leslie,Leslie and Alex,Alex and Matt,0:14:00,14.00,0:20:00,20.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,8,A1,12:26:00,12:41:00,R,R,disassortative,CMY,Starch,CxS,0,Michael and Leslie,Leslie and Alex,Alex and Matt,0:16:00,16.00,0:15:00,15.00
11/14/13,Canton-S,20,mismatched,1,3,12:10:00,am,19,C2,12:55:00,13:21:00,R,R,disassortative,CMY,Starch,CxS,0,Michael and Leslie,Leslie and Alex,Alex and Matt,0:45:00,45.00,0:26:00,26.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,5,B1,12:00:00,12:21:00,L,R,assortative,Starch,Starch,Starch,1,Michael and Alex,NA,Melina,0:08:00,8.00,0:21:00,21.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,6,A3,12:01:00,12:21:00,L,R,assortative,Starch,Starch,Starch,1,Michael and Alex,NA,Melina,0:09:00,9.00,0:20:00,20.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,8,C6,12:02:00,12:21:00,L,R,assortative,Starch,Starch,Starch,1,Michael and Alex,NA,Melina,0:10:00,10.00,0:19:00,19.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,11,A4,12:09:00,12:29:00,L,R,assortative,Starch,Starch,Starch,1,Michael and Alex,NA,Melina,0:17:00,17.00,0:20:00,20.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,15,A2,12:16:00,12:39:00,L,R,assortative,Starch,Starch,Starch,1,Michael and Alex,NA,Melina,0:24:00,24.00,0:23:00,23.00
11/14/13,Canton-S,20,mismatched,1,1,11:52:00,am,18,C3,12:42:00,13:05:00,L,R,assortative,Starch,Starch,Starch,1,Michael and Alex,NA,Melina,0:50:00,50.00,0:23:00,23.00
11/14/13,Canton-S,20,mismatched,1,2,11:50:00,am,1,A4,12:01:00,12:22:00,L,R,assortative,Starch,Starch,Starch,1,Michael and Alexs,NA,Matt,0:11:00,11.00,0:21:00,21.00
11/14/13,Canton-S,20,mismatched,1,2,11:50:00,am,3,A2,12:03:00,12:22:00,L,R,assortative,Starch,Starch,Starch,1,Michael and Alexs,NA,Matt,0:13:00,13.00,0:19:00,19.00
11/14/13,Canton-S,20,mismatched,1,4,12:19:00,pm,4,C4,12:32:00,13:03:00,L,L,disassortative,Starch,CMY,SxC,0,Michael and Leslie,Leslie and Michael,Leslie and Michael,0:13:00,13.00,0:31:00,31.00
11/14/13,Canton-S,20,mismatched,1,4,12:19:00,pm,10,B4,12:40:00,13:07:00,L,L,disassortative,Starch,CMY,SxC,0,Michael and Leslie,Leslie and Michael,Leslie and Michael,0:21:00,21.00,0:27:00,27.00
11/14/13,Canton-S,20,mismatched,1,4,12:19:00,pm,15,A6,13:09:00,13:30:00,L,L,disassortative,Starch,CMY,SxC,0,Michael and Leslie,Leslie and Michael,Leslie and Michael,0:50:00,50.00,0:21:00,21.00
11/14/13,Canton-S,20,mismatched,1,4,12:19:00,pm,3,C3,12:31:00,12:48:00,L,R,assortative,CMY,CMY,CMY,1,Michael and Leslie,Leslie and Michael,Leslie and Michael,0:12:00,12.00,0:17:00,17.00
11/14/13,Canton-S,20,mismatched,1,4,12:19:00,pm,7,C2,12:38:00,13:02:00,L,R,assortative,CMY,CMY,CMY,1,Michael and Leslie,Leslie and Michael,Leslie and Michael,0:19:00,19.00,0:24:00,24.00
11/14/13,Canton-S,20,mismatched,1,4,12:19:00,pm,9,A3,12:40:00,12:58:00,L,R,assortative,CMY,CMY,CMY,1,Michael and Leslie,Leslie and Michael,Leslie and Michael,0:21:00,21.00,0:18:00,18.00
11/14/13,Canton-S,20,mismatched,1,4,12:19:00,pm,11,C5,12:41:00,12:59:00,L,R,assortative,CMY,CMY,CMY,1,Michael and Leslie,Leslie and Michael,Leslie and Michael,0:22:00,22.00,0:18:00,18.00
11/14/13,Canton-S,20,mismatched,1,4,12:19:00,pm,2,B6,12:31:00,12:45:00,R,L,assortative,CMY,CMY,CMY,1,Michael and Leslie,Leslie and Michael,Leslie and Michael,0:12:00,12.00,0:14:00,14.00
11/14/13,Canton-S,20,mismatched,1,4,12:19:00,pm,8,A4,12:40:00,13:01:00,heterogamic wing clip,,assortative,NA,NA,NA,1,Michael and Leslie,Leslie and Michael,Leslie and Michael,0:21:00,21.00,0:21:00,21.00
11/14/13,Canton-S,20,mismatched,1,4,12:19:00,pm,13,B2,13:01:00,13:21:00,homogamic wing clip,,disassortative,NA,NA,NA,0,Michael and Leslie,Leslie and Michael,Leslie and Michael,0:42:00,42.00,0:20:00,20.00
11/14/13,Canton-S,20,mismatched,1,4,12:19:00,pm,1,A1,12:29:00,12:47:00,R,R,disassortative,CMY,Starch,CxS,0,Michael and Leslie,Leslie and Michael,Leslie and Michael,0:10:00,10.00,0:18:00,18.00
11/14/13,Canton-S,20,mismatched,1,4,12:19:00,pm,5,C6,12:33:00,12:51:00,R,R,disassortative,CMY,Starch,CxS,0,Michael and Leslie,Leslie and Michael,Leslie and Michael,0:14:00,14.00,0:18:00,18.00
11/14/13,Canton-S,20,mismatched,1,4,12:19:00,pm,6,A5,12:33:00,13:10:00,R,R,disassortative,CMY,Starch,CxS,0,Michael and Leslie,Leslie and Michael,Leslie and Michael,0:14:00,14.00,0:37:00,37.00
11/14/13,Canton-S,20,mismatched,1,4,12:19:00,pm,12,B1,12:52:00,13:21:00,R,R,disassortative,CMY,Starch,CxS,0,Michael and Leslie,Leslie and Michael,Leslie and Michael,0:33:00,33.00,0:29:00,29.00
11/14/13,Canton-S,20,mismatched,1,4,12:19:00,pm,14,C4,13:07:00,13:26:00,R,R,disassortative,CMY,Starch,CxS,0,Michael and Leslie,Leslie and Michael,Leslie and Michael,0:48:00,48.00,0:19:00,19.00
2/12/14,Canton-S,20,matched,1,1,13:36:00,pm,1,A2,13:44:00,14:02:00,R,L,disassortative,Starch,CMY,SxC,0,Michael and Erica,Erica and MIchael,Erica,0:08:00,8.00,0:18:00,18.00
2/12/14,Canton-S,10,matched,1,1,13:36:00,pm,3,A6,13:49:00,14:09:00,R,L,disassortative,Starch,CMY,SxC,0,Michael and Erica,Erica and MIchael,Erica,0:13:00,13.00,0:20:00,20.00
2/12/14,Canton-S,10,matched,1,1,13:36:00,pm,7,B2,13:55:00,14:15:00,R,L,disassortative,Starch,CMY,SxC,0,Michael and Erica,Erica and MIchael,Erica,0:19:00,19.00,0:20:00,20.00
2/12/14,Canton-S,10,matched,1,1,13:36:00,pm,8,B3,14:06:00,14:28:00,R,L,disassortative,Starch,CMY,SxC,0,Michael and Erica,Erica and MIchael,Erica,0:30:00,30.00,0:22:00,22.00
2/12/14,Canton-S,10,matched,1,2,13:15:00,pm,8,D2,13:34:00,14:09:00,R,L,disassortative,Starch,CMY,SxC,0,Matt and Erica,Micahel ,Matt and Michael,0:19:00,19.00,0:35:00,35.00
2/12/14,Canton-S,10,matched,1,2,13:15:00,pm,12,C4,13:44:00,14:26:00,R,L,disassortative,Starch,CMY,SxC,0,Matt and Erica,Micahel ,Matt and Michael,0:29:00,29.00,0:42:00,42.00
2/12/14,Canton-S,10,matched,1,2,13:15:00,pm,13,A1,13:46:00,14:11:00,R,L,disassortative,Starch,CMY,SxC,0,Matt and Erica,Micahel ,Matt and Michael,0:31:00,31.00,0:25:00,25.00
2/12/14,Canton-S,10,matched,1,2,13:15:00,pm,14,D4,13:52:00,14:03:00,R,L,disassortative,Starch,CMY,SxC,0,Matt and Erica,Micahel ,Matt and Michael,0:37:00,37.00,0:11:00,11.00
2/12/14,Canton-S,10,matched,1,2,13:15:00,pm,15,A6,13:55:00,14:02:00,R,L,disassortative,Starch,CMY,SxC,0,Matt and Erica,Micahel ,Matt and Michael,0:40:00,40.00,0:07:00,7.00
2/12/14,Canton-S,10,matched,1,2,13:15:00,pm,19,D1,14:12:00,14:37:00,R,L,disassortative,Starch,CMY,SxC,0,Matt and Erica,Micahel ,Matt and Michael,0:57:00,57.00,0:25:00,25.00
2/12/14,Canton-S,10,matched,1,3,13:26:00,pm,4,B4,13:37:00,13:57:00,R,L,disassortative,Starch,CMY,SxC,0,Melina Michael,Michael and Erica,Michael,0:11:00,11.00,0:20:00,20.00
2/12/14,Canton-S,10,matched,1,3,13:26:00,pm,5,A1,13:37:00,14:00:00,R,L,disassortative,Starch,CMY,SxC,0,Melina Michael,Michael and Erica,Michael,0:11:00,11.00,0:23:00,23.00
2/12/14,Canton-S,10,matched,1,3,13:26:00,pm,9,D6,13:45:00,14:15:00,R,L,disassortative,Starch,CMY,SxC,0,Melina Michael,Michael and Erica,Michael,0:19:00,19.00,0:30:00,30.00
2/12/14,Canton-S,10,matched,1,3,13:26:00,pm,14,A1,13:52:00,14:21:00,R,L,disassortative,Starch,CMY,SxC,0,Melina Michael,Michael and Erica,Michael,0:26:00,26.00,0:29:00,29.00
2/12/14,Canton-S,10,matched,1,4,13:10:00,pm,1,D1,13:20:00,13:40:00,R,L,disassortative,Starch,CMY,SxC,0,Erica and Matt,Melina and Matt,matt and Melina,0:10:00,10.00,0:20:00,20.00
2/12/14,Canton-S,10,matched,1,4,13:10:00,pm,5,D2,13:22:00,13:46:00,R,L,disassortative,Starch,CMY,SxC,0,Erica and Matt,Melina and Matt,matt and Melina,0:12:00,12.00,0:24:00,24.00
2/12/14,Canton-S,10,matched,1,4,13:10:00,pm,6,A1,13:23:00,13:49:00,R,L,disassortative,Starch,CMY,SxC,0,Erica and Matt,Melina and Matt,matt and Melina,0:13:00,13.00,0:26:00,26.00
2/12/14,Canton-S,10,matched,1,4,13:10:00,pm,11,A3,13:41:00,13:56:00,R,L,disassortative,Starch,CMY,SxC,0,Erica and Matt,Melina and Matt,matt and Melina,0:31:00,31.00,0:15:00,15.00
2/12/14,Canton-S,10,matched,1,4,13:10:00,pm,15,B2,13:52:00,14:14:00,R,L,disassortative,Starch,CMY,SxC,0,Erica and Matt,Melina and Matt,matt and Melina,0:42:00,42.00,0:22:00,22.00
2/12/14,Canton-S,10,matched,1,4,13:10:00,pm,17,B5,14:00:00,14:23:00,R,L,disassortative,Starch,CMY,SxC,0,Erica and Matt,Melina and Matt,matt and Melina,0:50:00,50.00,0:23:00,23.00
2/12/14,Canton-S,10,mismatched,1,1,13:36:00,pm,2,B1,13:46:00,14:12:00,R,R,assortative,CMY,CMY,CMY,1,Michael and Erica,Erica and MIchael,Erica,0:10:00,10.00,0:26:00,26.00
2/12/14,Canton-S,10,mismatched,1,1,13:36:00,pm,4,A4,13:52:00,14:12:00,R,R,assortative,CMY,CMY,CMY,1,Michael and Erica,Erica and MIchael,Erica,0:16:00,16.00,0:20:00,20.00
2/12/14,Canton-S,10,mismatched,1,1,13:36:00,pm,5,A3,13:52:00,14:13:00,R,R,assortative,CMY,CMY,CMY,1,Michael and Erica,Erica and MIchael,Erica,0:16:00,16.00,0:21:00,21.00
2/12/14,Canton-S,10,mismatched,1,1,13:36:00,pm,6,A1,13:54:00,14:15:00,R,R,assortative,CMY,CMY,CMY,1,Michael and Erica,Erica and MIchael,Erica,0:18:00,18.00,0:21:00,21.00
2/12/14,Canton-S,10,mismatched,1,1,13:36:00,pm,9,B5,14:25:00,NA,R,R,assortative,CMY,CMY,CMY,1,Michael and Erica,Erica and MIchael,Erica,0:49:00,49.00,#VALUE!,#VALUE!
2/12/14,Canton-S,10,mismatched,1,2,13:15:00,pm,2,A5,13:23:00,13:40:00,R,R,assortative,CMY,CMY,CMY,1,Matt and Erica,Micahel ,Matt and Michael,0:08:00,8.00,0:17:00,17.00
2/12/14,Canton-S,10,mismatched,1,2,13:15:00,pm,11,C2,13:42:00,14:10:00,R,R,assortative,CMY,CMY,CMY,1,Matt and Erica,Micahel ,Matt and Michael,0:27:00,27.00,0:28:00,28.00
2/12/14,Canton-S,10,mismatched,1,2,13:15:00,pm,16,C5,13:58:00,14:27:00,R,R,assortative,CMY,CMY,CMY,1,Matt and Erica,Micahel ,Matt and Michael,0:43:00,43.00,0:29:00,29.00
2/12/14,Canton-S,10,mismatched,1,3,13:26:00,pm,2,B6,13:37:00,14:00:00,R,R,assortative,CMY,CMY,CMY,1,Melina Michael,Michael and Erica,Michael,0:11:00,11.00,0:23:00,23.00
2/12/14,Canton-S,10,mismatched,1,3,13:26:00,pm,3,C6,13:37:00,13:57:00,R,R,assortative,CMY,CMY,CMY,1,Melina Michael,Michael and Erica,Michael,0:11:00,11.00,0:20:00,20.00
2/12/14,Canton-S,10,mismatched,1,3,13:26:00,pm,6,B3,13:42:00,13:57:00,R,R,assortative,CMY,CMY,CMY,1,Melina Michael,Michael and Erica,Michael,0:16:00,16.00,0:15:00,15.00
2/12/14,Canton-S,10,mismatched,1,3,13:26:00,pm,15,A3,13:56:00,14:28:00,R,R,assortative,CMY,CMY,CMY,1,Melina Michael,Michael and Erica,Michael,0:30:00,30.00,0:32:00,32.00
2/12/14,Canton-S,10,mismatched,1,3,13:26:00,pm,16,A5,14:04:00,NA,R,R,assortative,CMY,CMY,CMY,1,Melina Michael,Michael and Erica,Michael,0:38:00,38.00,#VALUE!,#VALUE!
