date,genotype,male treatment,3-way mating pattern,population,plate #,order,male,female,mating pattern,"diet treatment of pair, F xM FOR DISASSORT",FEMALE DIET ,MALE DIET,binary,CL,CD
9/19/2013,All ral,10,4way,1,2,2,L,L,assortative,Starch,Starch,Starch,1,NA,NA
9/19/2013,All ral,10,4way,1,2,9,L,L,assortative,Starch,Starch,Starch,1,8,13
9/19/2013,All ral,10,4way,1,2,10,L,L,assortative,Starch,Starch,Starch,1,8,20
9/19/2013,All ral,10,4way,1,2,16,L,L,assortative,Starch,Starch,Starch,1,25,7
9/19/2013,All ral,10,4way,1,2,17,L,L,assortative,Starch,Starch,Starch,1,26,22
9/19/2013,All ral,10,4way,1,3,2,L,L,assortative,Starch,Starch,Starch,1,5,19
9/19/2013,All ral,10,4way,1,3,4,L,L,assortative,Starch,Starch,Starch,1,5,17
9/19/2013,All ral,10,4way,1,3,6,L,L,assortative,Starch,Starch,Starch,1,5,NA
9/19/2013,All ral,10,4way,1,3,8,L,L,assortative,Starch,Starch,Starch,1,7,17
9/19/2013,All ral,10,4way,1,3,10,L,L,assortative,Starch,Starch,Starch,1,8,15
9/19/2013,All ral,10,4way,1,3,14,L,L,assortative,Starch,Starch,Starch,1,13,12
9/19/2013,All ral,10,4way,1,3,15,L,L,assortative,Starch,Starch,Starch,1,14,17
9/19/2013,All ral,10,4way,1,3,21,L,L,assortative,Starch,Starch,Starch,1,34,7
9/19/2013,All ral,10,4way,1,4,4,L,L,assortative,Starch,Starch,Starch,1,25,28
9/19/2013,All ral,10,4way,1,4,5,L,L,assortative,Starch,Starch,Starch,1,27,23
9/19/2013,All ral,10,4way,1,4,6,L,L,assortative,Starch,Starch,Starch,1,27,24
9/19/2013,All ral,10,4way,1,4,7,L,L,assortative,Starch,Starch,Starch,1,31,20
9/19/2013,All ral,10,4way,1,4,8,L,L,assortative,Starch,Starch,Starch,1,31,20
9/19/2013,All ral,10,4way,1,4,9,L,L,assortative,Starch,Starch,Starch,1,31,24
9/19/2013,All ral,10,4way,1,4,10,L,L,assortative,Starch,Starch,Starch,1,32,19
9/19/2013,All ral,10,4way,1,4,11,L,L,assortative,Starch,Starch,Starch,1,32,14
3/21/2013,Canton-S,10,4.way,1,4,3,L,R,disassortative,S x C,Starch,CMY,0,26,NA
3/22/2013,Canton-S,10,4.way,1,2,2,L,R,disassortative,S x C,Starch,CMY,0,19,NA
3/22/2013,Canton-S,10,4.way,1,2,7,L,R,disassortative,S x C,Starch,CMY,0,47,NA
9/5/2013,Canton-S,20,4.way,1,2,18,R,L,disassortative,S x C,Starch,CMY,0,33,NA
9/5/2013,Canton-S,20,4.way,1,3,8,R,L,disassortative,S x C,Starch,CMY,0,19,21
9/5/2013,Canton-S,20,4.way,1,3,9,R,L,disassortative,S x C,Starch,CMY,0,22,24
9/5/2013,Canton-S,20,4.way,1,3,17,R,L,disassortative,S x C,Starch,CMY,0,45,30
9/5/2013,Canton-S,20,4.way,1,4,5,R,L,disassortative,S x C,Starch,CMY,0,17,21
9/5/2013,Canton-S,20,4.way,1,4,6,R,L,disassortative,S x C,Starch,CMY,0,18,4
9/5/2013,Canton-S,20,4.way,1,4,7,R,L,disassortative,S x C,Starch,CMY,0,25,18
9/5/2013,Canton-S,20,4.way,1,4,14,R,L,disassortative,S x C,Starch,CMY,0,46,NA
9/5/2013,Canton-S,20,4.way,1,4,17,R,L,disassortative,S x C,Starch,CMY,0,55,NA
9/12/2013,Canton-S,20,4.way,2,3,8,L,R,disassortative,S x C,Starch,CMY,0,15,20
9/12/2013,Canton-S,20,4.way,2,3,11,L,R,disassortative,S x C,Starch,CMY,0,21,16
9/12/2013,Canton-S,20,4.way,2,3,12,L,R,disassortative,S x C,Starch,CMY,0,25,16
9/12/2013,Canton-S,20,4.way,2,3,13,L,R,disassortative,S x C,Starch,CMY,0,29,11
9/19/2013,Canton-S,20,4.way,1,1,6,R,L,disassortative,S x C,Starch,CMY,0,8,26
9/19/2013,Canton-S,20,4.way,1,1,8,R,L,disassortative,S x C,Starch,CMY,0,8,17
9/19/2013,Canton-S,20,4.way,1,1,9,R,L,disassortative,S x C,Starch,CMY,0,8,33
9/19/2013,Canton-S,20,4.way,1,1,10,R,L,disassortative,S x C,Starch,CMY,0,9,20
9/19/2013,Canton-S,20,4.way,1,1,15,R,L,disassortative,S x C,Starch,CMY,0,12,24
9/19/2013,Canton-S,20,4.way,1,1,17,R,L,disassortative,S x C,Starch,CMY,0,19,16
9/19/2013,Canton-S,20,4.way,1,1,20,R,L,disassortative,S x C,Starch,CMY,0,32,17
9/19/2013,Canton-S,20,4.way,1,2,4,R,L,disassortative,S x C,Starch,CMY,0,6,25
9/19/2013,Canton-S,20,4.way,1,2,9,R,L,disassortative,S x C,Starch,CMY,0,12,25
9/19/2013,Canton-S,20,4.way,1,2,10,R,L,disassortative,S x C,Starch,CMY,0,12,15
9/19/2013,Canton-S,20,4.way,1,2,11,R,L,disassortative,S x C,Starch,CMY,0,12,17
9/19/2013,Canton-S,20,4.way,1,2,12,R,L,disassortative,S x C,Starch,CMY,0,15,22
9/19/2013,Canton-S,20,4.way,1,2,15,R,L,disassortative,S x C,Starch,CMY,0,20,35
9/19/2013,Canton-S,20,4.way,1,2,21,R,L,disassortative,S x C,Starch,CMY,0,31,21
9/19/2013,Canton-S,20,4.way,1,3,4,R,L,disassortative,S x C,Starch,CMY,0,12,17
9/19/2013,Canton-S,20,4.way,1,3,7,R,L,disassortative,S x C,Starch,CMY,0,15,17
9/19/2013,Canton-S,20,4.way,1,3,16,R,L,disassortative,S x C,Starch,CMY,0,24,20
9/19/2013,Canton-S,20,4.way,1,4,3,R,L,disassortative,S x C,Starch,CMY,0,7,24
9/19/2013,Canton-S,20,4.way,1,4,7,R,L,disassortative,S x C,Starch,CMY,0,15,21
11/7/2013,Canton-S,20,4.way,2,4,5,L,L,disassortative,S x C,Starch,CMY,0,19,21
11/7/2013,Canton-S,20,4.way,2,4,12,L,L,disassortative,S x C,Starch,CMY,0,36,25
11/7/2013,Canton-S,20,4.way,2,1,3,R,R,disassortative,S x C,Starch,CMY,0,7,22
11/7/2013,Canton-S,20,4.way,2,1,5,R,R,disassortative,S x C,Starch,CMY,0,12,21
11/7/2013,Canton-S,20,4.way,2,1,6,R,R,disassortative,S x C,Starch,CMY,0,17,22
11/7/2013,Canton-S,20,4.way,2,1,7,R,R,disassortative,S x C,Starch,CMY,0,19,20
11/7/2013,Canton-S,20,4.way,2,1,14,R,R,disassortative,S x C,Starch,CMY,0,55,20
11/7/2013,Canton-S,20,4.way,2,2,5,R,R,disassortative,S x C,Starch,CMY,0,10,20
11/7/2013,Canton-S,20,4.way,2,2,9,R,R,disassortative,S x C,Starch,CMY,0,18,18
11/7/2013,Canton-S,20,4.way,2,2,14,R,R,disassortative,S x C,Starch,CMY,0,24,18
11/14/2013,Canton-S,20,4.way,1,3,17,L,L,disassortative,S x C,Starch,CMY,0,41,11
11/14/2013,Canton-S,20,4.way,1,4,4,L,L,disassortative,S x C,Starch,CMY,0,13,31
11/14/2013,Canton-S,20,4.way,1,4,10,L,L,disassortative,S x C,Starch,CMY,0,21,27
11/14/2013,Canton-S,20,4.way,1,4,15,L,L,disassortative,S x C,Starch,CMY,0,50,21
11/14/2013,Canton-S,20,4.way,1,1,1,R,R,disassortative,S x C,Starch,CMY,0,5,24
11/14/2013,Canton-S,20,4.way,1,1,13,R,R,disassortative,S x C,Starch,CMY,0,21,18
11/14/2013,Canton-S,20,4.way,1,1,17,R,R,disassortative,S x C,Starch,CMY,0,40,21
11/14/2013,Canton-S,20,4.way,1,2,4,R,R,disassortative,S x C,Starch,CMY,0,13,19
11/14/2013,Canton-S,20,4.way,1,2,5,R,R,disassortative,S x C,Starch,CMY,0,16,18
2/12/2014,Canton-S,20,4.way,1,1,1,R,L,disassortative,S x C,Starch,CMY,0,8,18
2/12/2014,Canton-S,10,4.way,1,1,3,R,L,disassortative,S x C,Starch,CMY,0,13,20
2/12/2014,Canton-S,10,4.way,1,1,7,R,L,disassortative,S x C,Starch,CMY,0,19,20
2/12/2014,Canton-S,10,4.way,1,1,8,R,L,disassortative,S x C,Starch,CMY,0,30,22
2/12/2014,Canton-S,10,4.way,1,2,8,R,L,disassortative,S x C,Starch,CMY,0,19,35
2/12/2014,Canton-S,10,4.way,1,2,12,R,L,disassortative,S x C,Starch,CMY,0,29,42
2/12/2014,Canton-S,10,4.way,1,2,13,R,L,disassortative,S x C,Starch,CMY,0,31,25
2/12/2014,Canton-S,10,4.way,1,2,14,R,L,disassortative,S x C,Starch,CMY,0,37,11
2/12/2014,Canton-S,10,4.way,1,2,15,R,L,disassortative,S x C,Starch,CMY,0,40,7
2/12/2014,Canton-S,10,4.way,1,2,19,R,L,disassortative,S x C,Starch,CMY,0,57,25
2/12/2014,Canton-S,10,4.way,1,3,4,R,L,disassortative,S x C,Starch,CMY,0,11,20
2/12/2014,Canton-S,10,4.way,1,3,5,R,L,disassortative,S x C,Starch,CMY,0,11,23
2/12/2014,Canton-S,10,4.way,1,3,9,R,L,disassortative,S x C,Starch,CMY,0,19,30
2/12/2014,Canton-S,10,4.way,1,3,14,R,L,disassortative,S x C,Starch,CMY,0,26,29
2/12/2014,Canton-S,10,4.way,1,4,1,R,L,disassortative,S x C,Starch,CMY,0,10,20
2/12/2014,Canton-S,10,4.way,1,4,5,R,L,disassortative,S x C,Starch,CMY,0,12,24
2/12/2014,Canton-S,10,4.way,1,4,6,R,L,disassortative,S x C,Starch,CMY,0,13,26
2/12/2014,Canton-S,10,4.way,1,4,11,R,L,disassortative,S x C,Starch,CMY,0,31,15
2/12/2014,Canton-S,10,4.way,1,4,15,R,L,disassortative,S x C,Starch,CMY,0,42,22
2/12/2014,Canton-S,10,4.way,1,4,17,R,L,disassortative,S x C,Starch,CMY,0,50,23
3/21/2013,Canton-S,10,4.way,1,2,2,L,L,assortative,CMY,CMY,CMY,1,23,NA
3/21/2013,Canton-S,10,4.way,1,2,5,L,L,assortative,CMY,CMY,CMY,1,NA,NA
3/21/2013,Canton-S,10,4.way,1,4,1,L,L,assortative,CMY,CMY,CMY,1,20,NA
3/21/2013,Canton-S,10,4.way,1,4,4,L,L,assortative,CMY,CMY,CMY,1,38,NA
3/22/2013,Canton-S,10,4.way,1,2,4,L,L,assortative,CMY,CMY,CMY,1,27,NA
9/5/2013,Canton-S,20,4.way,1,1,1,R,R,assortative,CMY,CMY,CMY,1,6,13
9/5/2013,Canton-S,20,4.way,1,1,2,R,R,assortative,CMY,CMY,CMY,1,11,11
9/5/2013,Canton-S,20,4.way,1,2,15,R,R,assortative,CMY,CMY,CMY,1,31,NA
9/5/2013,Canton-S,20,4.way,1,2,17,R,R,assortative,CMY,CMY,CMY,1,33,NA
9/5/2013,Canton-S,20,4.way,1,2,19,R,R,assortative,CMY,CMY,CMY,1,36,NA
9/5/2013,Canton-S,20,4.way,1,2,20,R,R,assortative,CMY,CMY,CMY,1,48,NA
9/5/2013,Canton-S,20,4.way,1,3,1,R,R,assortative,CMY,CMY,CMY,1,3,10
9/5/2013,Canton-S,20,4.way,1,3,3,R,R,assortative,CMY,CMY,CMY,1,9,41
9/5/2013,Canton-S,20,4.way,1,3,11,R,R,assortative,CMY,CMY,CMY,1,28,17
9/5/2013,Canton-S,20,4.way,1,3,13,R,R,assortative,CMY,CMY,CMY,1,32,18
9/5/2013,Canton-S,20,4.way,1,3,16,R,R,assortative,CMY,CMY,CMY,1,38,19
9/5/2013,Canton-S,20,4.way,1,4,4,R,R,assortative,CMY,CMY,CMY,1,NA,NA
9/5/2013,Canton-S,20,4.way,1,4,8,R,R,assortative,CMY,CMY,CMY,1,27,NA
9/5/2013,Canton-S,20,4.way,1,4,10,R,R,assortative,CMY,CMY,CMY,1,31,NA
9/5/2013,Canton-S,20,4.way,1,4,12,R,R,assortative,CMY,CMY,CMY,1,35,19
9/12/2013,Canton-S,20,4.way,2,3,1,L,L,assortative,CMY,CMY,CMY,1,5,15
9/12/2013,Canton-S,20,4.way,2,3,6,L,L,assortative,CMY,CMY,CMY,1,11,18
9/12/2013,Canton-S,20,4.way,2,3,16,L,L,assortative,CMY,CMY,CMY,1,34,16
9/12/2013,Canton-S,20,4.way,2,3,17,L,L,assortative,CMY,CMY,CMY,1,35,20
9/12/2013,Canton-S,20,4.way,2,4,1,L,L,assortative,CMY,CMY,CMY,1,20,23
9/19/2013,Canton-S,20,4.way,1,1,2,R,R,assortative,CMY,CMY,CMY,1,8,15
9/19/2013,Canton-S,20,4.way,1,1,3,R,R,assortative,CMY,CMY,CMY,1,8,47
9/19/2013,Canton-S,20,4.way,1,1,7,R,R,assortative,CMY,CMY,CMY,1,8,23
9/19/2013,Canton-S,20,4.way,1,1,22,R,R,assortative,CMY,CMY,CMY,1,45,17
9/19/2013,Canton-S,20,4.way,1,2,17,R,R,assortative,CMY,CMY,CMY,1,23,19
9/19/2013,Canton-S,20,4.way,1,3,1,R,R,assortative,CMY,CMY,CMY,1,6,19
9/19/2013,Canton-S,20,4.way,1,3,2,R,R,assortative,CMY,CMY,CMY,1,7,21
9/19/2013,Canton-S,20,4.way,1,3,3,R,R,assortative,CMY,CMY,CMY,1,8,22
9/19/2013,Canton-S,20,4.way,1,3,5,R,R,assortative,CMY,CMY,CMY,1,12,17
9/19/2013,Canton-S,20,4.way,1,3,6,R,R,assortative,CMY,CMY,CMY,1,12,17
9/19/2013,Canton-S,20,4.way,1,3,9,R,R,assortative,CMY,CMY,CMY,1,17,17
9/19/2013,Canton-S,20,4.way,1,3,13,R,R,assortative,CMY,CMY,CMY,1,20,21
9/19/2013,Canton-S,20,4.way,1,3,17,R,R,assortative,CMY,CMY,CMY,1,28,17
9/19/2013,Canton-S,20,4.way,1,3,19,R,R,assortative,CMY,CMY,CMY,1,41,11
9/19/2013,Canton-S,20,4.way,1,3,20,R,R,assortative,CMY,CMY,CMY,1,43,13
9/19/2013,Canton-S,20,4.way,1,4,1,R,R,assortative,CMY,CMY,CMY,1,6,43
9/19/2013,Canton-S,20,4.way,1,4,8,R,R,assortative,CMY,CMY,CMY,1,18,17
9/19/2013,Canton-S,20,4.way,1,4,9,R,R,assortative,CMY,CMY,CMY,1,20,13
9/19/2013,Canton-S,20,4.way,1,4,11,R,R,assortative,CMY,CMY,CMY,1,24,19
9/19/2013,Canton-S,20,4.way,1,4,12,R,R,assortative,CMY,CMY,CMY,1,25,16
11/7/2013,Canton-S,20,4.way,2,4,1,L,R,assortative,CMY,CMY,CMY,1,11,18
11/7/2013,Canton-S,20,4.way,2,4,8,L,R,assortative,CMY,CMY,CMY,1,25,26
11/7/2013,Canton-S,20,4.way,2,4,10,L,R,assortative,CMY,CMY,CMY,1,30,32
11/7/2013,Canton-S,20,4.way,2,4,15,L,R,assortative,CMY,CMY,CMY,1,44,21
11/7/2013,Canton-S,20,4.way,2,4,16,L,R,assortative,CMY,CMY,CMY,1,48,21
11/7/2013,Canton-S,20,4.way,2,1,2,R,L,assortative,CMY,CMY,CMY,1,5,22
11/7/2013,Canton-S,20,4.way,2,2,2,R,L,assortative,CMY,CMY,CMY,1,7,21
11/7/2013,Canton-S,20,4.way,2,2,3,R,L,assortative,CMY,CMY,CMY,1,7,12
11/7/2013,Canton-S,20,4.way,2,2,10,R,L,assortative,CMY,CMY,CMY,1,20,22
11/7/2013,Canton-S,20,4.way,2,2,13,R,L,assortative,CMY,CMY,CMY,1,24,21
11/7/2013,Canton-S,20,4.way,2,2,17,R,L,assortative,CMY,CMY,CMY,1,35,22
11/14/2013,Canton-S,20,4.way,1,3,3,L,R,assortative,CMY,CMY,CMY,1,9,14
11/14/2013,Canton-S,20,4.way,1,3,5,L,R,assortative,CMY,CMY,CMY,1,11,15
11/14/2013,Canton-S,20,4.way,1,3,6,L,R,assortative,CMY,CMY,CMY,1,13,16
11/14/2013,Canton-S,20,4.way,1,3,14,L,R,assortative,CMY,CMY,CMY,1,29,13
11/14/2013,Canton-S,20,4.way,1,3,20,L,R,assortative,CMY,CMY,CMY,1,55,24
11/14/2013,Canton-S,20,4.way,1,4,3,L,R,assortative,CMY,CMY,CMY,1,12,17
11/14/2013,Canton-S,20,4.way,1,4,7,L,R,assortative,CMY,CMY,CMY,1,19,24
11/14/2013,Canton-S,20,4.way,1,4,9,L,R,assortative,CMY,CMY,CMY,1,21,18
11/14/2013,Canton-S,20,4.way,1,4,11,L,R,assortative,CMY,CMY,CMY,1,22,18
11/14/2013,Canton-S,20,4.way,1,1,2,R,L,assortative,CMY,CMY,CMY,1,6,22
11/14/2013,Canton-S,20,4.way,1,1,9,R,L,assortative,CMY,CMY,CMY,1,11,16
11/14/2013,Canton-S,20,4.way,1,2,2,R,L,assortative,CMY,CMY,CMY,1,11,42
11/14/2013,Canton-S,20,4.way,1,3,9,R,L,assortative,CMY,CMY,CMY,1,17,14
11/14/2013,Canton-S,20,4.way,1,3,10,R,L,assortative,CMY,CMY,CMY,1,20,19
11/14/2013,Canton-S,20,4.way,1,3,11,R,L,assortative,CMY,CMY,CMY,1,21,17
11/14/2013,Canton-S,20,4.way,1,3,12,R,L,assortative,CMY,CMY,CMY,1,25,18
11/14/2013,Canton-S,20,4.way,1,3,16,R,L,assortative,CMY,CMY,CMY,1,38,38
11/14/2013,Canton-S,20,4.way,1,3,18,R,L,assortative,CMY,CMY,CMY,1,42,18
11/14/2013,Canton-S,20,4.way,1,4,2,R,L,assortative,CMY,CMY,CMY,1,12,14
2/12/2014,Canton-S,10,4.way,1,1,2,R,R,assortative,CMY,CMY,CMY,1,10,26
2/12/2014,Canton-S,10,4.way,1,1,4,R,R,assortative,CMY,CMY,CMY,1,16,20
2/12/2014,Canton-S,10,4.way,1,1,5,R,R,assortative,CMY,CMY,CMY,1,16,21
2/12/2014,Canton-S,10,4.way,1,1,6,R,R,assortative,CMY,CMY,CMY,1,18,21
2/12/2014,Canton-S,10,4.way,1,1,9,R,R,assortative,CMY,CMY,CMY,1,49,NA
2/12/2014,Canton-S,10,4.way,1,2,2,R,R,assortative,CMY,CMY,CMY,1,8,17
2/12/2014,Canton-S,10,4.way,1,2,11,R,R,assortative,CMY,CMY,CMY,1,27,28
2/12/2014,Canton-S,10,4.way,1,2,16,R,R,assortative,CMY,CMY,CMY,1,43,29
2/12/2014,Canton-S,10,4.way,1,3,2,R,R,assortative,CMY,CMY,CMY,1,11,23
2/12/2014,Canton-S,10,4.way,1,3,3,R,R,assortative,CMY,CMY,CMY,1,11,20
2/12/2014,Canton-S,10,4.way,1,3,6,R,R,assortative,CMY,CMY,CMY,1,16,15
2/12/2014,Canton-S,10,4.way,1,3,15,R,R,assortative,CMY,CMY,CMY,1,30,32
2/12/2014,Canton-S,10,4.way,1,3,16,R,R,assortative,CMY,CMY,CMY,1,38,NA
2/12/2014,Canton-S,10,4.way,1,4,9,R,R,assortative,CMY,CMY,CMY,1,26,20
2/12/2014,Canton-S,10,4.way,1,4,19,R,R,assortative,CMY,CMY,CMY,1,52,25
2/12/2014,Canton-S,10,4.way,1,4,20,R,R,assortative,CMY,CMY,CMY,1,59,18
9/19/2013,Canton-S,20,4.way,1,2,13,both mating assortative,,assortative,NA,NA,NA,1,15,27
9/19/2013,Canton-S,20,4.way,1,2,19,both mating disassortative,,disassortative,NA,NA,NA,0,25,15
11/7/2013,Canton-S,20,4.way,2,1,12,disassortative wing clip,,assortative,NA,NA,NA,1,37,24
11/7/2013,Canton-S,20,4.way,2,2,12,disassortative wing clip,,assortative,NA,NA,NA,1,22,19
11/7/2013,Canton-S,20,4.way,2,2,15,disassortative wing clip,,assortative,NA,NA,NA,1,29,37
11/7/2013,Canton-S,20,4.way,2,4,13,disassortative wing clip,,assortative,NA,NA,NA,1,37,28
11/7/2013,Canton-S,20,4.way,2,4,14,disassortative wing clip,,assortative,NA,NA,NA,1,41,21
11/14/2013,Canton-S,20,4.way,1,1,12,disassortative wing clip,,assortative,NA,NA,NA,1,18,21
11/14/2013,Canton-S,20,4.way,1,4,8,disassortative wing clip,,assortative,NA,NA,NA,1,21,21
11/14/2013,Canton-S,20,4.way,1,3,13,homogami wing clip,,disassortative,NA,NA,NA,0,28,29
11/14/2013,Canton-S,20,4.way,1,3,15,assortative wing clip,,disassortative,NA,NA,NA,0,37,6
11/14/2013,Canton-S,20,4.way,1,4,13,assortative wing clip,,disassortative,NA,NA,NA,0,42,20
3/21/2013,Canton-s,10,4.way,1,2,NA,no clip,L,disassortative,C x S,CMY,Starch,0,29,NA
3/21/2013,Canton-s,10,4.way,1,4,NA,no clip,L,disassortative,C x S,CMY,Starch,0,24,NA
9/5/2013,Canton-S,20,4.way,1,2,8,L,R,disassortative,C x S,CMY,Starch,0,19,NA
9/5/2013,Canton-S,20,4.way,1,2,9,L,R,disassortative,C x S,CMY,Starch,0,20,33
9/5/2013,Canton-S,20,4.way,1,2,14,L,R,disassortative,C x S,CMY,Starch,0,29,NA
9/5/2013,Canton-S,20,4.way,1,2,16,L,R,disassortative,C x S,CMY,Starch,0,32,NA
9/5/2013,Canton-S,20,4.way,1,3,2,L,R,disassortative,C x S,CMY,Starch,0,7,18
9/5/2013,Canton-S,20,4.way,1,3,4,L,R,disassortative,C x S,CMY,Starch,0,11,20
9/5/2013,Canton-S,20,4.way,1,3,5,L,R,disassortative,C x S,CMY,Starch,0,14,17
9/5/2013,Canton-S,20,4.way,1,3,12,L,R,disassortative,C x S,CMY,Starch,0,30,22
9/5/2013,Canton-S,20,4.way,1,3,15,L,R,disassortative,C x S,CMY,Starch,0,36,14
9/5/2013,Canton-S,20,4.way,1,4,3,L,R,disassortative,C x S,CMY,Starch,0,NA,NA
9/12/2013,Canton-S,20,4.way,2,3,3,R,L,disassortative,C x S,CMY,Starch,0,8,13
9/12/2013,Canton-S,20,4.way,2,3,5,R,L,disassortative,C x S,CMY,Starch,0,11,25
9/12/2013,Canton-S,20,4.way,2,3,14,R,L,disassortative,C x S,CMY,Starch,0,32,23
9/12/2013,Canton-S,20,4.way,2,3,19,R,L,disassortative,C x S,CMY,Starch,0,46,16
9/19/2013,Canton-S,20,4.way,1,1,12,L,R,disassortative,C x S,CMY,Starch,0,10,31
9/19/2013,Canton-S,20,4.way,1,1,16,L,R,disassortative,C x S,CMY,Starch,0,15,21
9/19/2013,Canton-S,20,4.way,1,1,18,L,R,disassortative,C x S,CMY,Starch,0,19,18
9/19/2013,Canton-S,20,4.way,1,1,19,L,R,disassortative,C x S,CMY,Starch,0,27,17
9/19/2013,Canton-S,20,4.way,1,1,21,L,R,disassortative,C x S,CMY,Starch,0,34,17
9/19/2013,Canton-S,20,4.way,1,1,23,L,R,disassortative,C x S,CMY,Starch,0,46,17
9/19/2013,Canton-S,20,4.way,1,2,1,L,R,disassortative,C x S,CMY,Starch,0,4,41
9/19/2013,Canton-S,20,4.way,1,2,2,L,R,disassortative,C x S,CMY,Starch,0,4,24
9/19/2013,Canton-S,20,4.way,1,2,3,L,R,disassortative,C x S,CMY,Starch,0,5,25
9/19/2013,Canton-S,20,4.way,1,2,5,L,R,disassortative,C x S,CMY,Starch,0,7,18
9/19/2013,Canton-S,20,4.way,1,2,7,L,R,disassortative,C x S,CMY,Starch,0,10,23
9/19/2013,Canton-S,20,4.way,1,2,8,L,R,disassortative,C x S,CMY,Starch,0,11,25
9/19/2013,Canton-S,20,4.way,1,2,14,L,R,disassortative,C x S,CMY,Starch,0,18,17
9/19/2013,Canton-S,20,4.way,1,3,12,L,R,disassortative,C x S,CMY,Starch,0,18,19
9/19/2013,Canton-S,20,4.way,1,3,15,L,R,disassortative,C x S,CMY,Starch,0,23,20
9/19/2013,Canton-S,20,4.way,1,4,6,L,R,disassortative,C x S,CMY,Starch,0,15,20
9/19/2013,Canton-S,20,4.way,1,4,10,L,R,disassortative,C x S,CMY,Starch,0,23,20
11/7/2013,Canton-S,20,4.way,2,1,4,L,L,disassortative,C x S,CMY,Starch,0,11,18
11/7/2013,Canton-S,20,4.way,2,1,9,L,L,disassortative,C x S,CMY,Starch,0,22,28
11/7/2013,Canton-S,20,4.way,2,2,7,L,L,disassortative,C x S,CMY,Starch,0,14,17
11/7/2013,Canton-S,20,4.way,2,2,8,L,L,disassortative,C x S,CMY,Starch,0,17,24
11/7/2013,Canton-S,20,4.way,2,4,3,R,R,disassortative,C x S,CMY,Starch,0,16,8
11/7/2013,Canton-S,20,4.way,2,4,9,R,R,disassortative,C x S,CMY,Starch,0,28,28
11/7/2013,Canton-S,20,4.way,2,4,17,R,R,disassortative,C x S,CMY,Starch,0,59,23
11/14/2013,Canton-S,20,4.way,1,2,6,L,L,disassortative,C x S,CMY,Starch,0,18,18
11/14/2013,Canton-S,20,4.way,1,2,7,L,L,disassortative,C x S,CMY,Starch,0,18,16
11/14/2013,Canton-S,20,4.way,1,1,3,L,L,disassortative,C x S,CMY,Starch,0,8,40
11/14/2013,Canton-S,20,4.way,1,1,4,L,L,disassortative,C x S,CMY,Starch,0,8,20
11/14/2013,Canton-S,20,4.way,1,1,7,L,L,disassortative,C x S,CMY,Starch,0,9,21
11/14/2013,Canton-S,20,4.way,1,1,10,L,L,disassortative,C x S,CMY,Starch,0,11,20
11/14/2013,Canton-S,20,4.way,1,1,14,L,L,disassortative,C x S,CMY,Starch,0,22,20
11/14/2013,Canton-S,20,4.way,1,1,16,L,L,disassortative,C x S,CMY,Starch,0,37,19
11/14/2013,Canton-S,20,4.way,1,3,1,R,R,disassortative,C x S,CMY,Starch,0,5,13
11/14/2013,Canton-S,20,4.way,1,3,2,R,R,disassortative,C x S,CMY,Starch,0,8,10
11/14/2013,Canton-S,20,4.way,1,3,4,R,R,disassortative,C x S,CMY,Starch,0,10,13
11/14/2013,Canton-S,20,4.way,1,3,7,R,R,disassortative,C x S,CMY,Starch,0,14,20
11/14/2013,Canton-S,20,4.way,1,3,8,R,R,disassortative,C x S,CMY,Starch,0,16,15
11/14/2013,Canton-S,20,4.way,1,3,19,R,R,disassortative,C x S,CMY,Starch,0,45,26
11/14/2013,Canton-S,20,4.way,1,4,1,R,R,disassortative,C x S,CMY,Starch,0,10,18
11/14/2013,Canton-S,20,4.way,1,4,5,R,R,disassortative,C x S,CMY,Starch,0,14,18
11/14/2013,Canton-S,20,4.way,1,4,6,R,R,disassortative,C x S,CMY,Starch,0,14,37
11/14/2013,Canton-S,20,4.way,1,4,12,R,R,disassortative,C x S,CMY,Starch,0,33,29
11/14/2013,Canton-S,20,4.way,1,4,14,R,R,disassortative,C x S,CMY,Starch,0,48,19
2/12/2014,Canton-S,10,4.way,1,3,17,L,R,disassortative,C x S,CMY,Starch,0,38,17
2/12/2014,Canton-S,10,4.way,1,3,18,L,R,disassortative,C x S,CMY,Starch,0,41,18
2/12/2014,Canton-S,10,4.way,1,3,19,L,R,disassortative,C x S,CMY,Starch,0,51,8
2/12/2014,Canton-S,10,4.way,1,4,4,L,R,disassortative,C x S,CMY,Starch,0,12,27
2/12/2014,Canton-S,10,4.way,1,4,12,L,R,disassortative,C x S,CMY,Starch,0,33,19
2/12/2014,Canton-S,10,4.way,1,4,14,L,R,disassortative,C x S,CMY,Starch,0,41,18
2/12/2014,Canton-S,10,4.way,1,4,16,L,R,disassortative,C x S,CMY,Starch,0,44,23
2/12/2014,Canton-S,10,4.way,1,4,18,L,R,disassortative,C x S,CMY,Starch,0,51,30
3/14/2013,Canton-S,10,4.way,2,6,1,L,L,assortative,Starch,Starch,Starch,1,12,4
3/22/2013,Canton-S,10,4.way,1,2,1,R,R,assortative,Starch,Starch,Starch,1,13,NA
3/22/2013,Canton-S,10,4.way,1,2,3,R,R,assortative,Starch,Starch,Starch,1,22,NA
3/22/2013,Canton-S,10,4.way,1,2,5,R,R,assortative,Starch,Starch,Starch,1,28,NA
